"No.","Time","Source","Destination","Protocol","Length","Info"
"4638","21.601734805","13.234.159.72","192.168.42.57","TLSv1.2","218","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"4641","21.601915366","192.168.42.57","13.234.159.72","TLSv1.2","673","Application Data"
"4642","21.602332851","13.234.159.72","192.168.42.57","TLSv1.2","218","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"4644","21.602398480","192.168.42.57","13.234.159.72","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"4647","21.602933617","192.168.42.57","13.234.159.72","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"4649","21.603522222","192.168.42.57","13.234.159.72","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"4659","21.604331783","192.168.42.57","13.234.159.72","TLSv1.2","671","Application Data"
"4660","21.604482096","192.168.42.57","13.234.159.72","TLSv1.2","674","Application Data"
"4663","21.604665153","192.168.42.57","13.234.159.72","TLSv1.2","676","Application Data"
"4666","21.607990749","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4672","21.617379584","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4683","21.641479552","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4688","21.641953094","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4842","21.790681349","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"4851","21.791056660","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4856","21.794849729","13.234.159.72","192.168.42.57","TLSv1.2","1380","Application Data"
"4858","21.797134926","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4860","21.800297861","192.168.42.57","13.234.159.72","TLSv1.2","672","Application Data"
"4861","21.813755203","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4867","21.814800057","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"4871","21.817201208","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"4877","21.826082216","13.234.159.72","192.168.42.57","TLSv1.2","327","Application Data"
"4885","21.827084030","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4887","21.828007508","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"4889","21.830919205","192.168.42.57","13.234.159.72","TLSv1.2","680","Application Data"
"4897","21.839749458","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"4899","21.839789433","13.234.159.72","192.168.42.57","TLSv1.2","788","Application Data"
"4903","21.840525470","13.234.159.72","192.168.42.57","TLSv1.2","989","Application Data, Application Data"
"4906","21.841564687","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"4912","21.847345376","13.234.159.72","192.168.42.57","TLSv1.2","679","Application Data"
"4916","21.849269193","192.168.42.57","13.234.159.72","TLSv1.2","667","Application Data"
"4918","21.849677510","192.168.42.57","13.234.159.72","TLSv1.2","670","Application Data"
"4931","21.851601176","192.168.42.57","13.234.159.72","TLSv1.2","673","Application Data"
"5091","22.036573698","13.234.159.72","192.168.42.57","TLSv1.2","1219","[TCP Previous segment not captured] , Ignored Unknown Record"
"5122","22.057122760","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"5125","22.060299794","13.234.159.72","192.168.42.57","TLSv1.2","891","Application Data"
"5133","22.070393145","13.234.159.72","192.168.42.57","TLSv1.2","1253","[TCP Previous segment not captured] , Ignored Unknown Record"
"5138","22.073784800","13.234.159.72","192.168.42.57","TLSv1.2","110","[TCP Previous segment not captured] , Ignored Unknown Record"
"5144","22.079099429","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"5154","22.092221262","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5156","22.095496076","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5372","22.618174751","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"5394","22.635966871","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5395","22.638146799","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5400","22.644826903","13.234.159.72","192.168.42.57","TLSv1.2","1360","Application Data"
"5415","22.656954107","192.168.42.57","13.234.159.72","TLSv1.2","661","Application Data"
"5420","22.663870591","192.168.42.57","13.234.159.72","TLSv1.2","664","Application Data"
"5444","22.688127056","192.168.42.57","13.234.159.72","TLSv1.2","669","Application Data"
"5445","22.688207102","192.168.42.57","13.234.159.72","TLSv1.2","656","Application Data"
"5446","22.688254982","192.168.42.57","13.234.159.72","TLSv1.2","664","Application Data"
"5447","22.688302080","192.168.42.57","13.234.159.72","TLSv1.2","657","Application Data"
"5641","22.920170654","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"5648","22.926281693","13.234.159.72","192.168.42.57","TLSv1.2","1514","[TCP Previous segment not captured] , Application Data"
"5657","22.938250097","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5659","22.940340992","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5666","22.952491448","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"5674","22.969154047","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5675","22.969154321","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5693","22.992363046","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"5703","23.013395083","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5705","23.013477717","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5712","23.023979994","13.234.159.72","192.168.42.57","TLSv1.2","991","Application Data, Application Data"
"5716","23.027287839","192.168.42.57","13.234.159.72","TLSv1.2","720","Application Data"
"5717","23.030117616","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"5725","23.040010783","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5727","23.044419910","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"5737","23.053409931","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5739","23.053550908","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5749","23.064400066","13.234.159.72","192.168.42.57","TLSv1.2","845","[TCP Previous segment not captured] , Ignored Unknown Record"
"5758","23.072766345","192.168.42.57","13.234.159.72","TLSv1.2","655","Application Data"
"5759","23.073298170","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5766","23.084720318","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"5774","23.099156297","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5775","23.099214471","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"5782","23.111505460","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"5787","23.113391754","13.234.159.72","192.168.42.57","TLSv1.2","71","[TCP Previous segment not captured] , Ignored Unknown Record"
"5806","23.132762798","192.168.42.57","13.234.159.72","TLSv1.2","662","Application Data"
"6016","23.395247506","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6017","23.397404397","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6023","23.407712569","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6025","23.409821701","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6033","23.420203919","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6035","23.422562470","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6041","23.431170857","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6044","23.443125639","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6050","23.444963918","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6053","23.449427383","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6059","23.466352567","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6060","23.466352959","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6071","23.484198452","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6074","23.484923516","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6080","23.494016969","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6083","23.498347008","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6091","23.517437336","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"6100","23.526234432","13.234.159.72","192.168.42.57","TCP","1514","443  >  36858 [ACK] Seq=28126 Ack=2374 Win=31616 Len=1448 TSval=3026215974 TSecr=860592525 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"6101","23.538513708","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6109","23.550947935","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6110","23.550948943","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6116","23.564267450","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6117","23.564616812","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6126","23.576500611","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6128","23.582158829","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6130","23.582159864","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6132","23.582160413","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6134","23.588661394","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6136","23.592120158","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6138","23.592206535","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6140","23.592207112","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6143","23.608624794","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"6152","23.610955302","13.234.159.72","192.168.42.57","TLSv1.2","1404","Application Data"
"6154","23.611078138","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6157","23.614193502","13.234.159.72","192.168.42.57","TLSv1.2","1514","Ignored Unknown Record"
"6159","23.617458325","192.168.42.57","13.234.159.72","TLSv1.2","727","Application Data"
"6160","23.624213347","13.234.159.72","192.168.42.57","TLSv1.2","1155","[TCP Previous segment not captured] , Ignored Unknown Record"
"6166","23.631347723","13.234.159.72","192.168.42.57","TLSv1.2","1435","Application Data, Application Data"
"6177","23.642479914","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"6301","23.765187256","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6304","23.768596653","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6310","23.798451720","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6313","23.799157397","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6317","23.804804981","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6322","23.811536643","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6326","23.823526930","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6329","23.828981558","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6334","23.841056704","13.234.159.72","192.168.42.57","TCP","851","[TCP Previous segment not captured] 443  >  36860 [PSH, ACK] Seq=172325 Ack=2382 Win=31616 Len=785 TSval=3026216074 TSecr=860592934 [TCP segment of a reassembled PDU], Application Data"
"6342","23.844535688","13.234.159.72","192.168.42.57","TLSv1.2","744","Ignored Unknown Record"
"6354","23.858247066","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"6365","23.873804386","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6367","23.873848544","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6377","23.961480908","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"6387","23.969311116","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6389","23.971566371","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6397","23.981913875","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6398","23.984152802","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6409","24.020180548","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"6420","24.051678537","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700:20::ac43:45e2","TLSv1.2","591","Client Hello"
"6444","24.057693778","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700:20::ac43:45e2","TLSv1.2","591","Client Hello"
"6451","24.073391722","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6453","24.073429048","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6455","24.073501141","13.234.159.72","192.168.42.57","TLSv1.2","1348","Application Data"
"6461","24.119185936","192.168.42.57","13.234.159.72","TLSv1.2","678","Application Data"
"6464","24.148512657","2606:4700:20::ac43:45e2","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Server Hello"
"6467","24.159330819","2606:4700:20::ac43:45e2","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1431","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"6470","24.159468811","2606:4700:20::ac43:45e2","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1434","Server Hello"
"6472","24.159555065","2606:4700:20::ac43:45e2","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","TLSv1.2","1430","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"6474","24.162220446","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700:20::ac43:45e2","TLSv1.2","167","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6475","24.162611838","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700:20::ac43:45e2","TLSv1.2","167","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6477","24.162739787","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700:20::ac43:45e2","TLSv1.2","173","Application Data"
"6478","24.162834178","2401:4900:4a64:d98f:6928:c4c0:d81b:3a08","2606:4700:20::ac43:45e2","TLSv1.2","490","Application Data"
"6479","24.193738683","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data"
"6489","24.205392856","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"6504","24.221401841","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data, Application Data"
"6514","24.232530095","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6516","24.234796986","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6526","24.249264399","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6528","24.255721615","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6536","24.258204824","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6538","24.260609623","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6548","24.270903941","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6550","24.281159892","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6558","24.281948760","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6562","24.286374788","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6570","24.293079175","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"6572","24.294244975","13.234.159.72","192.168.42.57","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
